CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Laguna Beach,Main Beach / Laguna Beach,CA,US,2018-06-30,na,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20150/signup/?source=&s=,https://www.ocregister.com/2018/06/30/thousands-rally-in-laguna-beach-newport-beach-across-nation-to-demand-immigrant-families-be-reunited/,,
Lake Charles,Lock Park,LA,US,2018-06-30,Around 75-100,75,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19971/signup/?source=&s=,http://www.kplctv.com/story/38549738/families-belong-together-rally-held-downtown,http://www.kplctv.com/Clip/14459563/video-families-belong-together-rally-held-downtown,
Lake Worth,Old Lake Worth City Hall,FL,US,2018-06-30,FB: 116,116,,116,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20758/signup/?source=&s=,https://www.facebook.com/events/1785062538242009/,,
Lakeland,Lake Mirror,FL,US,2018-06-30,more than 100,101,,101,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20782/signup/?source=&s=,http://www.dailyridge.com/en/2018/07/02/hundreds-rally-in-lakeland-demanding-that-families-belong-together/,,
Lakeport,Historic Lake County Courthouse Square,CA,US,2018-06-30,roughly 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20173/signup/?source=&s=,http://www.record-bee.com/general-news/20180702/lakeport-protesters-march-in-support-of-immigrant-families,,
Lambertville,North Union Street Park,NJ,US,2018-06-30,more than 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.newhopefreepress.com/2018/06/30/families-belong-together-rally-in-lambertville-saturday-draws-large-crowd/,,,
Lancaster,Lancaster library,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20426/signup/?source=&s=,,,
Lancaster,outside Lancaster County Courthouse,PA,US,2018-06-30,200-some,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://lancasteronline.com/news/local/families-belong-together-protest-draws-about-in-lancaster/article_59496d82-7c8e-11e8-90ee-73ef88cd2255.html,,,
Lanesboro,Lanesboro Baseball field,MN,US,2018-06-30,over 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20532/signup/?source=&s=,https://twitter.com/annagalland/status/1012770895901970433,https://www.bluffcountrynews.com/content/small-town-rally-garners-large-crowd-national-coverage,**
Langley,,WA,US,2018-06-30,about 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20360/signup/?source=&s=,https://twitter.com/starfish2018/status/1013147524192858112,,rain
Lansing,Lansing Capitol Building,MI,US,2018-06-30,more than 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20360/signup/?source=&s=,https://www.lansingstatejournal.com/story/news/2018/06/30/families-belong-together-immigration-rally-draws-crowd-lansing/746821002/,,
Laredo,City Hall,TX,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20536/signup/?source=&s=,,,
Las Vegas,U.S. Federal Courthouse,NV,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19856/signup/?source=&s=,https://lasvegassun.com/photos/galleries/2018/jun/30/0630ImmigrationProtest/#/0,,
Lawrence,South Park,KS,US,2018-06-30,about 700,700,,700,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20236/signup/?source=&s=,http://www2.ljworld.com/news/2018/jun/30/hundreds-rally-in-south-park-to-demand-immigrant-families-be-reunited/,,
Lawrenceville,Gwinnett Justice Center,GA,US,2018-06-30,FB: 79,79,,79,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20055/signup/?source=&s=,https://www.facebook.com/events/649114095440588/,,
Lenexa,Shawnee Mission Park,KS,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/21044/signup/?source=&s=,,,
Leonia,,NJ,US,2018-06-30,picture,10,,12,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/,https://www.facebook.com/photo.php?fbid=1008651225969823&set=a.117623188405969.24098.100004748643184&type=3&theater,,
Lewiston,Sidewalks around Lewiston Public Library,ID,US,2018-06-30,FB: 54,54,,54,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20137/signup/?source=&s=,https://www.facebook.com/events/242474559844175/,,
Lewiston/Auburn,Longley Bridge- Auburn side,ME,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20632/signup/?source=&s=,http://www.sunjournal.com/protesters-of-trumps-immigration-policies-organize-rallies-across-maine-nation/,,
Lexington,Fayette County Circuit Court,KY,US,2018-06-30,several hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20367/signup/?source=&s=,https://www.kentucky.com/news/local/counties/fayette-county/article213731109.html,,
Libby,,MT,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20789/signup/?source=&s=,,,
Liberty,Daniel Pavilion,TX,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20339/signup/?source=&s=,,,
Lido Beach,March along Lido Blvd. from Townhouses to Point Lookout,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20479/signup/?source=&s=,,,
Lincoln,Sen. Deb Fischer Office,NE,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19931/signup/?&source=&s=,,,
Lincoln,Nebraska State Capitol Building steps,NE,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://act.moveon.org/event/families-belong-together/19990/signup/?&source=&s=,https://journalstar.com/news/local/govt-and-politics/lincoln-residents-participate-in-nationwide-families-belong-together-rally-protesting/article_f2334677-cdd4-5ec4-98cc-48166ccbb25a.html,,
Litchfield,Litchfield Town Green,CT,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19961/signup/?source=&s=,https://twitter.com/altochulo/status/1013082238131597313,,
Little Rock,State Capitol grounds,AR,US,2018-06-30,between 400 and 500,400,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/wrighteng62/status/1013188557920448512,http://www.arkansasonline.com/news/2018/jul/01/dad-marches-in-lr-because-son-hides-und/,,
Littleton,Littleton Post Office,NH,US,2018-06-30,FB: 46,46,,46,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20319/signup/?source=&s=,https://www.facebook.com/events/188005365237869/,,
Livermore,Flag Pole in downtown Livermore,CA,US,2018-06-30,350,350,,350,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20112/signup/?source=&s=,https://patch.com/california/pleasanton/hundreds-take-part-pleasanton-families-belong-together-rally,,
Livingston,Sidewalk at Depot Park,MT,US,2018-06-30,FB,28,,28,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20350/signup/?source=&s=,https://www.facebook.com/events/1329136057231243/,,
Logan,Cache County Courthouse,UT,US,2018-06-30,roughly 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20226/signup/?source=&s=,https://www.hjnews.com/news/local/valley-residents-demonstrate-during-families-belong-together-event/article_5bb51461-4e17-55a6-b9d4-6ec134e9bcb4.html,,
Logansport,Near Logansport Farmers Market,IN,US,2018-06-30,na,48,,48,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20481/signup/?source=&s=,https://twitter.com/FireRokita/status/1013191789371633664,,Count based on photos
Long Beach,Cesar Chavez Park to Glenn Anderson Federal building,CA,US,2018-06-30,na,1300,,1300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20127/signup/?source=&s=,https://www.presstelegram.com/2018/06/30/1300-march-against-separating-immigrant-families-in-long-beach/,,
Longmont,,CO,US,2018-06-30,count video,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.dailycamera.com/boulder-county-news/ci_31979785/boulder-county-demonstrators-decry-trump-administration-immigration-policies?source=mostpopular,https://vimeo.com/277843075,,Count estimated based on video
Longview,Heritage Plaza,TX,US,2018-06-30,FB: 64,64,,64,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20325/signup/?source=&s=,https://www.facebook.com/events/187659578562500/,,
Longview,Corner of 30th and Ocean Beach Hwy,WA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20231/signup/?source=&s=,,,
Los Angeles,Downtown,CA,US,2018-06-30,upwards of 75000,75000,,75000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19831/signup/?source=&s=,https://deadline.com/2018/06/families-belong-together-immigration-protest-rally-john-legend-chrissy-teigen-laura-dern-lin-manuel-miranda-kerry-washington-america-ferrera-donald-trump-1202420138/,,
Louisville,steps of Metro Hall,KY,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20117/signup/?source=&s=,https://www.courier-journal.com/story/news/local/2018/06/30/families-belong-together-louisville-immigration-protest/741211002/,,
Louisville,ICE offices on Seventh Street,KY,US,2018-06-30,roughly 200,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,0,1,https://www.courier-journal.com/story/news/local/2018/06/30/families-belong-together-louisville-immigration-protest/741211002/,,,split from original protest
Lubbock,Tim Cole Statue Memorial Park,TX,US,2018-06-30,more than 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20283/signup/?source=&s=,http://www.kcbd.com/story/38549248/lubbock-democrats-lead-families-belong-together-rally-in-tim-cole-memorial-park,,"""more than 100"" mentioned in video"
Ludington,Rotary Park,MI,US,2018-06-30,na,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20583/signup/?source=&s=,http://www.shorelinemedia.net/ludington_daily_news/standing-together/article_0486f3e4-7e0c-11e8-80f1-fb5ab9f2f20f.html,,
Lufkin,Angelina County Courthouse,TX,US,2018-06-30,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20233/signup/?source=&s=,http://lufkindailynews.com/news/local/article_83e0f6ec-b4f1-547e-8898-22fe7b4d8028.html,,
Lumpkin,Stewart Detention Center,GA,US,2018-06-30,FB: 51,51,,51,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1923091511042482/,,,
Lunenburg,Outside the Lunenburg Town Hall 17 Main Street,MA,US,2018-06-30,250 to 300,250,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19905/signup/?source=&s=,https://www.facebook.com/w.ward.clark/posts/10156464377442152,,
Machias,Lee Pellon Center parking lot across from Helens,ME,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20438/signup/?source=&s=,,,
Macomb,Chandler Park,IL,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20593/signup/?source=&s=,http://www.week.com/story/38549436/2018/06/Saturday/local-keep-families-together-rallies,,
Madison,"State Capitol, State St Entrance",WI,US,2018-06-30,more than 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19857/signup/?source=&s=,http://www.nbc15.com/content/news/Protesters-call-for-immigration-reform-in-Madison--487035611.html,,
Madisonville,First United Bank Plaza on Center Street,KY,US,2018-06-30,approx 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20767/signup/?source=&s=,http://www.the-messenger.com/news/local/article_09a9d6de-ac5e-5cf3-961f-ef4503008210.html,,
Madras,Corner of Hwy 97 and Hwy 26 across from Sonic,OR,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20404/signup/?source=&s=,,,
Malibu,Corner of Webb Way and PCH,CA,US,2018-06-30,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://topanga-journal.com/martin-sheen-gives-impassioned-speech-at-families-belong-together-immigration-rally-malibu-topanga/,,,
Malone,Arsenal Green,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20201/signup/?source=&s=,,,
Manchester,Manchester City Hall,NH,US,2018-06-30,FB: 297,297,,297,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19921/signup/?source=&s=,https://www.facebook.com/events/1625195744244996/,,
Manchester Center,Adams Park,VT,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20185/signup/?source=&s=,,,
Manistee,Downtown,MI,US,2018-06-30,nearly a hundred,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20460/signup/?source=&s=,http://news.pioneergroup.com/manisteenews/2018/07/01/protesters-flood-cities-towns-fight-immigration-policy/,,
Mankato,Riverfront Park Outdoor Shelter,MN,US,2018-06-30,hundreds,200,,375,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20727/signup/?source=&s=,http://www.keyc.com/story/38548181/families-belong-together-rally-held-at-riverfront-park,https://twitter.com/BrandforHouse/status/1013240809557299200,
Mansfield,North Common,MA,US,2018-06-30,more than 130,130,,130,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20218/signup/?source=&s=,http://mansfield.wickedlocal.com/news/20180702/families-belong-together-rally-in-mansfield-draws-more-than-130,,
Marquette,Marquette Post Office,MI,US,2018-06-30,na,75,,75,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20826/signup/?source=&s=,https://twitter.com/MDHillRaiser/status/1013187867760365570,,
Marshalltown,Marshall County Courthouse,IA,US,2018-06-30,about 125,125,,125,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20230/signup/?source=&s=,http://hudsonvalley.news12.com/story/38549354/protesters-flood-us-cities-to-fight-trump-immigration-policy,,
Mashpee,Mashpee Rotary,MA,US,2018-06-30,25 and 25 more down the road,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20507/signup/?source=&s=,https://www.facebook.com/ellen.kagan/posts/10212040971044728,,
Mason City,Central Park,IA,US,2018-06-30,about two dozen,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20511/signup/?source=&s=,https://globegazette.com/news/local/north-iowans-protest-trump-s-immigration-policies-with-photos/article_fb030850-d98a-5988-a5ba-c85a735c2489.html#2,,
McAllen,U.S. Border Patrol McAllen Station,TX,US,2018-06-30,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20209/signup/?source=&s=,http://time.com/5327428/families-belong-together-mcallen-texas/,,
McCall,Downtown,ID,US,2018-06-30,FB: 22,22,,22,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20253/signup/?source=&s=,https://www.facebook.com/events/446655625760424/,,
McCook,Norris Park,NE,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20397/signup/?source=&s=,,,
McKinney,"Mitchell Park, near the Square",TX,US,2018-06-30,FB: 71,71,,71,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20402/signup/?source=&s=,https://www.facebook.com/events/150311825835609/,,
Medford,Vogel Plaza,OR,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19946/signup/?source=&s=,,,
Melbourne,Eau Gallie Causeway,FL,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20605/signup/?source=&s=,,,
Memphis,Gaisman Park,TN,US,2018-06-30,nearly 500,500,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19928/signup/?source=&s=,https://www.commercialappeal.com/story/news/local/2018/06/30/children-memphis-families-rally-against-zero-tolerance-immigration-policies/738730002/,,
Menomonie,UW Stout Clocktower Plaze to Wilson Park and to the Children at Play sculpture,WI,US,2018-06-30,nearly 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest; march,0,0,0,0,1,1,https://chippewa.com/dunnconnect/news/local/coming-together-because-families-belong-together/article_37651d42-e22c-5c80-b71e-789e21c66217.html,http://www.leadertelegram.com/News/Local-Briefs/2018/06/27/div-class-libPageBodyLinebreak-Families-Belong-Together-march-Saturday-in-Menomonie-br-div.html,,
Merced,Courthouse Park,CA,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19972/signup/?source=&s=,https://www.mercedsunstar.com/latest-news/article214135579.html,,
Meridian,Storey Park,ID,US,2018-06-30,,20,,20,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20406/signup/?source=&s=,https://idahonews.com/news/local/give-the-babies-back-families-belong-together-rallies-across-the-treasure-valley,,Partial count taken from video clip
Miami,Tropical Park,FL,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20101/signup/?&source=&s=,,,
Miami,Miami Dade Wolfson Campus to Freedom Tower,FL,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,0,1,https://act.moveon.org/event/families-belong-together/20370/signup/?&source=&s=,https://www.miamiherald.com/latest-news/article214075824.html,,
Middletown,Union Green,CT,US,2018-06-30,about 350; about 250,250,,350,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19982/signup/?source=&s=,https://twitter.com/wmbo/status/1013119241501933568,https://www.newhavenindependent.org/index.php/branford/entry/families_belong_together_marches/,
Midland,Midland Park Mall,TX,US,2018-06-30,close to 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,http://www.newswest9.com/story/38548937/midlanders-hold-keep-families-together-protest,,,
Milford,City Hall,CT,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20512/signup/?source=&s=,,,
Milford,Town Hall,MA,US,2018-06-30,more than a dozen,12,,12,,,Local clergy,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.metrowestdailynews.com/news/20180630/metrowest-rallies-decry-separation-of-children,,,
Milford,,PA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/,,,
Milltown,St. Barnabas Episcopal Church,DE,US,2018-06-30,several hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2018/06/30/president-trumps-zero-tolerance-immigration-policies-spark-protests/745372002/,https://eu.delawareonline.com/story/news/2018/06/29/immigration-issue-motivates-three-delaware-women-hold-rallies-weekend/741622002/,,
Milwaukee,517 E Wisconsin Ave,WI,US,2018-06-30,thousands,2000,,2000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20217/signup/?source=&s=,https://www.jsonline.com/story/news/2018/06/30/immigrants-rights-marchers-rally-shorewood-milwaukee-next/747964002/,,
Mineral Point,Water Tower Park,WI,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20580/signup/?source=&s=,,,
Minneapolis,Minneapolis Convention Center,MN,US,2018-06-30,estimated 7000,7000,,7000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19939/signup/?source=&s=,https://minnesota.cbslocal.com/2018/06/30/families-belong-together/,,
Minocqua,Downtown Minocqua. Meet in Municipal Parking Lot next to Veteran's Park & Post Office,WI,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20641/signup/?source=&s=,,,
Missoula,Missoula County Courthouse,MT,US,2018-06-30,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/?zip=59802&source=&s=,https://www.missoulacurrent.com/government/2018/06/immigrant-march-missoula/,https://missoulian.com/news/local/ice-ss-hundreds-take-to-missoula-streets-for-families-belong/article_629442f7-6655-5896-a2ed-02e02e67e1e9.html,
Mobile,Public Safety Memorial Park,AL,US,2018-06-30,FB: 33,33,,33,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20546/signup/?source=&s=,https://www.facebook.com/events/251771935588595/,,
Modesto,Five Points,CA,US,2018-06-30,FB: 600; around 800,600,,800,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20078/signup/?source=&s=,https://www.facebook.com/events/239812840158744/,https://www.modbee.com/news/politics-government/article214035884.html,
Monterey,Windows on the Bay,CA,US,2018-06-30,na,34,,34,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19970/signup/?source=&s=,https://twitter.com/kelkerr/status/1013199754820386816,,partial count from pic
Monticello,,NY,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,
Montgomery,Capitol Sidewalk Dexter Ave,AL,US,2018-06-30,FB: 142,142,,142,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20427/signup/?source=&s=,https://www.facebook.com/events/237050246885493/,,
Montrose,Corner of Main Street and Townsend Avenue,CO,US,2018-06-30,FB: 35,35,,35,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/270925823645607/,,,
Morehead,Fountain Park,KY,US,2018-06-30,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20859/signup/?source=&s=,http://www.wkyt.com/content/news/Rally-opposing-seperation-for-families-entering-border-illegally-held-in-Morehead-487027671.html,,
Moreno Valley,Cardenas Market,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20186/signup/?source=&s=,,,
Morgan Hill,Morgan Hill Community and Cultural Center,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20070/signup/?source=&s=,,,
Morganton,,NC,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://twitter.com/familiesbelong/status/1013146466087505922,,,
Mount Vernon,Skagit County courthouse,WA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19966/signup/?source=&s=,,,
Mountain View,Civic Center Plaza,CA,US,2018-06-30,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20128/signup/?source=&s=,,,
Murfreesboro,outside Rep Scott Desjarlais' office,TN,US,2018-06-30,over 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.wsfa.com/story/38548306/families-belong-together-rallies-held-across-midstate,,,
Muscatine,Muscatine Riverside Park - By the Playground,IA,US,2018-06-30,FB: 41,41,,41,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20586/signup/?source=&s=,https://www.facebook.com/events/234525820675622/,,
